hall_id,hall_name,residence_type,building_id,number_of_floors,room_number,room_id,floor_number,floor_plan,room_type,max_room_occupancy,distance_from_student_center,average_room_size,room_contract_type,is_aircooled,has_vending_machine,has_laundry,has_main_lounge,has_floor_lounge,has_tv_in_building,has_recreational_activities,has_wardrobe,has_accessibility_ramps,has_private_bathroom,price
AH,Allen Hall,Traditional Residence Hall,,4,212,212-A,2,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,213,213-A,2,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,214,214-A,2,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,215,215-A,2,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,216,216-A,2,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,217,217-A,2,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,218,218-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,218,218-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,219,219-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,219,219-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,220,220-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,220,220-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,221,221-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,221,221-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,222,222-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,222,222-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,223,223-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,223,223-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,224,224-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,224,224-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,225,225-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,225,225-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,226,226-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,226,226-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,227,227-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,227,227-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,228,228-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,228,228-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,229,229-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,229,229-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,230,230-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,230,230-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,231,231-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,231,231-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,232,232-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,232,232-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,233,233-A,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,233,233-B,2,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,301,301-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,302,302-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,303,303-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,304,304-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,305,305-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,306,306-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,307,307-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,308,308-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,309,309-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,310,310-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,311,311-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,312,312-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,313,313-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,314,314-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,315,315-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,316,316-A,3,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,317,317-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,317,317-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,318,318-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,318,318-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,319,319-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,319,319-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,320,320-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,320,320-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,321,321-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,321,321-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,322,322-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,322,322-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,323,323-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,323,323-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,324,324-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,324,324-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,325,325-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,325,325-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,326,326-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,326,326-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,327,327-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,327,327-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,328,328-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,328,328-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,329,329-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,329,329-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,330,330-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,330,330-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,331,331-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,331,331-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,332,332-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,332,332-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,333,333-A,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,333,333-B,3,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,401,401-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,402,402-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,403,403-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,404,404-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,405,405-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,406,406-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,407,407-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,408,408-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,409,409-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,410,410-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
AH,Allen Hall,Traditional Residence Hall,,4,411,411-A,4,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,1,1,0,0,9241
